QualidadeAr(PPM),Temperatura,Umidade,Dia,Hora,Localizacao
82,27.00,24.00,2023/09/08,21:10:16,Jardins Mangueiral
82,27.00,24.00,2023/09/08,21:15:16,Jardins Mangueiral
82,27.00,24.00,2023/09/08,21:20:16,Jardins Mangueiral
82,27.00,24.00,2023/09/08,21:25:16,Jardins Mangueiral
83,27.00,24.00,2023/09/08,21:30:16,Jardins Mangueiral
83,27.00,23.00,2023/09/08,21:35:16,Jardins Mangueiral
83,27.00,23.00,2023/09/08,21:40:16,Jardins Mangueiral
84,27.00,23.00,2023/09/08,21:45:16,Jardins Mangueiral
83,27.00,22.00,2023/09/08,21:50:16,Jardins Mangueiral
82,27.00,23.00,2023/09/08,21:55:16,Jardins Mangueiral
83,27.00,23.00,2023/09/08,22:00:16,Jardins Mangueiral
82,27.00,23.00,2023/09/08,22:05:16,Jardins Mangueiral
83,27.00,23.00,2023/09/08,22:10:16,Jardins Mangueiral
84,27.00,23.00,2023/09/08,22:15:16,Jardins Mangueiral
84,27.00,23.00,2023/09/08,22:20:16,Jardins Mangueiral
84,27.00,23.00,2023/09/08,22:25:16,Jardins Mangueiral
80,27.00,23.00,2023/09/08,22:30:16,Jardins Mangueiral
78,27.00,23.00,2023/09/08,22:35:16,Jardins Mangueiral
78,28.00,22.00,2023/09/08,22:40:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,22:45:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,22:50:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,22:55:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,23:00:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,23:05:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:10:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:15:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:20:16,Jardins Mangueiral
76,27.00,23.00,2023/09/08,23:25:16,Jardins Mangueiral
76,27.00,23.00,2023/09/08,23:30:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:35:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:40:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:45:16,Jardins Mangueiral
76,27.00,22.00,2023/09/08,23:50:16,Jardins Mangueiral
77,27.00,22.00,2023/09/08,23:55:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:00:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:05:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:10:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:15:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:20:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:25:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:30:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:35:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:40:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:45:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,00:50:16,Jardins Mangueiral
76,27.00,22.00,2023/09/09,00:55:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,01:00:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,01:05:16,Jardins Mangueiral
76,27.00,21.00,2023/09/09,01:10:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:15:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:20:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:25:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:30:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:35:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,01:40:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,01:45:16,Jardins Mangueiral
75,27.00,21.00,2023/09/09,01:50:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,01:55:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,02:00:16,Jardins Mangueiral
74,27.00,22.00,2023/09/09,02:05:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,02:10:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,02:15:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:20:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:25:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:30:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:35:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:40:16,Jardins Mangueiral
75,27.00,22.00,2023/09/09,02:45:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,02:50:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,02:55:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,03:00:16,Jardins Mangueiral
75,26.00,21.00,2023/09/09,03:05:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,03:10:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,03:15:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,03:20:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,03:25:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,03:30:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,03:35:17,Jardins Mangueiral
74,26.00,22.00,2023/09/09,03:40:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,03:45:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,03:50:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,03:55:17,Jardins Mangueiral
74,26.00,22.00,2023/09/09,04:00:17,Jardins Mangueiral
74,26.00,22.00,2023/09/09,04:05:16,Jardins Mangueiral
75,26.00,22.00,2023/09/09,04:10:16,Jardins Mangueiral
74,26.00,22.00,2023/09/09,04:15:16,Jardins Mangueiral
74,26.00,23.00,2023/09/09,04:20:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,04:25:17,Jardins Mangueiral
75,26.00,23.00,2023/09/09,04:30:16,Jardins Mangueiral
75,26.00,23.00,2023/09/09,04:35:16,Jardins Mangueiral
74,26.00,23.00,2023/09/09,04:40:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,04:45:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,04:50:17,Jardins Mangueiral
75,26.00,23.00,2023/09/09,04:55:16,Jardins Mangueiral
74,26.00,23.00,2023/09/09,05:00:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,05:05:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,05:10:17,Jardins Mangueiral
74,26.00,23.00,2023/09/09,05:15:17,Jardins Mangueiral
74,26.00,24.00,2023/09/09,05:20:16,Jardins Mangueiral
74,25.00,24.00,2023/09/09,05:25:17,Jardins Mangueiral
74,25.00,24.00,2023/09/09,05:30:17,Jardins Mangueiral
73,25.00,25.00,2023/09/09,05:35:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,05:40:17,Jardins Mangueiral
75,25.00,25.00,2023/09/09,05:45:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,05:50:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,05:55:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,06:00:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,06:05:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,06:10:17,Jardins Mangueiral
74,26.00,25.00,2023/09/09,06:15:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,06:20:17,Jardins Mangueiral
74,25.00,25.00,2023/09/09,06:25:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:30:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:35:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:40:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:45:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:50:17,Jardins Mangueiral
74,25.00,26.00,2023/09/09,06:55:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:00:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:05:17,Jardins Mangueiral
73,25.00,27.00,2023/09/09,07:10:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:15:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:20:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,07:25:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:30:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,07:35:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,07:40:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,07:45:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,07:50:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,07:55:17,Jardins Mangueiral
74,26.00,27.00,2023/09/09,08:00:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,08:05:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,08:10:17,Jardins Mangueiral
74,25.00,27.00,2023/09/09,08:15:17,Jardins Mangueiral
74,25.00,28.00,2023/09/09,08:20:17,Jardins Mangueiral
74,25.00,28.00,2023/09/09,08:25:17,Jardins Mangueiral
87,26.00,28.00,2023/09/09,08:27:20,Jardins Mangueiral
83,26.00,27.00,2023/09/09,08:32:20,Jardins Mangueiral
86,26.00,27.00,2023/09/09,08:37:20,Jardins Mangueiral
81,26.00,27.00,2023/09/09,08:42:20,Jardins Mangueiral
82,26.00,27.00,2023/09/09,08:47:20,Jardins Mangueiral
82,26.00,27.00,2023/09/09,08:52:20,Jardins Mangueiral
82,26.00,27.00,2023/09/09,08:57:20,Jardins Mangueiral
82,26.00,28.00,2023/09/09,09:02:20,Jardins Mangueiral
82,26.00,28.00,2023/09/09,09:07:20,Jardins Mangueiral
82,25.00,29.00,2023/09/09,09:12:20,Jardins Mangueiral
82,26.00,29.00,2023/09/09,09:17:20,Jardins Mangueiral
82,26.00,29.00,2023/09/09,09:22:20,Jardins Mangueiral
82,26.00,29.00,2023/09/09,09:27:20,Jardins Mangueiral
83,26.00,29.00,2023/09/09,09:32:20,Jardins Mangueiral
84,26.00,29.00,2023/09/09,09:37:20,Jardins Mangueiral
85,26.00,29.00,2023/09/09,09:42:20,Jardins Mangueiral
85,26.00,29.00,2023/09/09,09:47:20,Jardins Mangueiral
85,26.00,29.00,2023/09/09,09:52:20,Jardins Mangueiral
85,26.00,28.00,2023/09/09,09:57:20,Jardins Mangueiral
32,28.00,24.00,2023/09/09,11:14:09,Tororó
32,28.00,25.00,2023/09/09,11:19:09,Tororó
31,28.00,26.00,2023/09/09,11:24:09,Tororó
31,27.00,26.00,2023/09/09,11:29:09,Tororó
31,28.00,25.00,2023/09/09,11:34:09,Tororó
31,27.00,25.00,2023/09/09,11:39:09,Tororó
31,28.00,25.00,2023/09/09,11:44:09,Tororó
31,28.00,25.00,2023/09/09,11:49:09,Tororó
31,28.00,26.00,2023/09/09,11:54:09,Tororó
40,33.00,20.00,2023/09/09,11:59:09,Tororó
33,33.00,20.00,2023/09/09,12:04:09,Tororó
34,33.00,20.00,2023/09/09,12:09:09,Tororó
32,32.00,20.00,2023/09/09,12:14:09,Tororó
30,32.00,20.00,2023/09/09,12:19:09,Tororó
30,31.00,20.00,2023/09/09,12:24:09,Tororó
35,32.00,20.00,2023/09/09,12:29:09,Tororó
65,29.00,21.00,2023/09/09,13:15:49,Jardins Mangueiral
66,29.00,20.00,2023/09/09,13:20:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,13:25:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,13:30:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,13:35:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,13:40:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,13:45:49,Jardins Mangueiral
64,29.00,20.00,2023/09/09,13:50:49,Jardins Mangueiral
64,29.00,20.00,2023/09/09,13:55:49,Jardins Mangueiral
65,29.00,20.00,2023/09/09,14:00:49,Jardins Mangueiral
67,29.00,20.00,2023/09/09,14:05:49,Jardins Mangueiral
64,29.00,20.00,2023/09/09,14:10:49,Jardins Mangueiral
64,29.00,20.00,2023/09/09,14:15:49,Jardins Mangueiral
64,29.00,20.00,2023/09/09,14:20:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:25:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:30:49,Jardins Mangueiral
65,30.00,21.00,2023/09/09,14:35:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:40:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:45:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:50:49,Jardins Mangueiral
64,30.00,21.00,2023/09/09,14:55:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:00:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:05:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:10:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:15:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:20:49,Jardins Mangueiral
63,30.00,21.00,2023/09/09,15:25:49,Jardins Mangueiral
62,30.00,21.00,2023/09/09,15:30:49,Jardins Mangueiral
62,30.00,20.00,2023/09/09,15:35:49,Jardins Mangueiral
62,30.00,20.00,2023/09/09,15:40:49,Jardins Mangueiral
62,30.00,20.00,2023/09/09,15:45:49,Jardins Mangueiral
62,30.00,21.00,2023/09/09,15:50:49,Jardins Mangueiral
62,30.00,21.00,2023/09/09,15:55:49,Jardins Mangueiral
61,30.00,20.00,2023/09/09,16:00:49,Jardins Mangueiral
61,30.00,20.00,2023/09/09,16:05:49,Jardins Mangueiral
61,30.00,21.00,2023/09/09,16:10:49,Jardins Mangueiral
61,30.00,21.00,2023/09/09,16:15:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:20:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:25:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:30:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:35:49,Jardins Mangueiral
61,30.00,21.00,2023/09/09,16:40:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:45:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:50:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,16:55:49,Jardins Mangueiral
62,31.00,20.00,2023/09/09,17:00:49,Jardins Mangueiral
62,31.00,20.00,2023/09/09,17:05:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,17:10:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,17:15:49,Jardins Mangueiral
62,31.00,20.00,2023/09/09,17:20:49,Jardins Mangueiral
62,31.00,20.00,2023/09/09,17:25:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,17:30:49,Jardins Mangueiral
61,31.00,20.00,2023/09/09,17:35:49,Jardins Mangueiral
62,31.00,21.00,2023/09/09,17:40:49,Jardins Mangueiral
84,31.00,21.00,2023/09/09,17:45:17,Jardins Mangueiral
84,30.00,21.00,2023/09/09,18:15:17,Jardins Mangueiral
85,30.00,21.00,2023/09/09,18:45:17,Jardins Mangueiral
85,29.00,20.00,2023/09/09,19:15:17,Jardins Mangueiral
86,29.00,20.00,2023/09/09,19:45:18,Jardins Mangueiral
86,29.00,20.00,2023/09/09,19:50:17,Jardins Mangueiral
86,29.00,20.00,2023/09/09,20:20:18,Jardins Mangueiral
86,29.00,20.00,2023/09/09,20:50:18,Jardins Mangueiral
86,28.00,20.00,2023/09/09,21:20:18,Jardins Mangueiral
87,28.00,20.00,2023/09/09,21:50:18,Jardins Mangueiral
87,28.00,20.00,2023/09/09,21:55:18,Jardins Mangueiral
88,29.00,20.00,2023/09/09,22:25:18,Jardins Mangueiral
89,29.00,21.00,2023/09/09,22:55:18,Jardins Mangueiral
90,29.00,22.00,2023/09/09,23:25:18,Jardins Mangueiral
90,29.00,25.00,2023/09/09,23:55:18,Jardins Mangueiral
91,29.00,26.00,2023/09/10,00:00:18,Jardins Mangueiral
91,29.00,27.00,2023/09/10,00:30:18,Jardins Mangueiral
92,29.00,27.00,2023/09/10,01:00:18,Jardins Mangueiral
93,28.00,28.00,2023/09/10,01:30:18,Jardins Mangueiral
94,28.00,28.00,2023/09/10,02:00:18,Jardins Mangueiral
94,28.00,27.00,2023/09/10,02:05:18,Jardins Mangueiral
94,28.00,28.00,2023/09/10,02:35:18,Jardins Mangueiral
95,28.00,28.00,2023/09/10,03:05:18,Jardins Mangueiral
94,28.00,27.00,2023/09/10,03:35:18,Jardins Mangueiral
93,27.00,27.00,2023/09/10,04:05:18,Jardins Mangueiral
93,27.00,27.00,2023/09/10,04:10:18,Jardins Mangueiral
92,27.00,26.00,2023/09/10,04:40:18,Jardins Mangueiral
92,27.00,26.00,2023/09/10,05:10:18,Jardins Mangueiral
92,27.00,25.00,2023/09/10,05:40:18,Jardins Mangueiral
90,26.00,22.00,2023/09/10,06:10:18,Jardins Mangueiral
89,26.00,22.00,2023/09/10,06:15:18,Jardins Mangueiral
87,26.00,22.00,2023/09/10,06:45:18,Jardins Mangueiral
87,26.00,22.00,2023/09/10,07:15:18,Jardins Mangueiral
88,24.00,23.00,2023/09/10,07:45:18,Jardins Mangueiral
86,25.00,24.00,2023/09/10,08:15:18,Jardins Mangueiral
100,25.00,24.00,2023/09/10,08:20:18,Jardins Mangueiral
102,25.00,25.00,2023/09/10,08:50:18,Jardins Mangueiral
102,26.00,23.00,2023/09/10,09:20:18,Jardins Mangueiral
105,26.00,22.00,2023/09/10,09:50:18,Jardins Mangueiral
104,27.00,21.00,2023/09/10,10:20:18,Jardins Mangueiral
104,27.00,21.00,2023/09/10,10:25:18,Jardins Mangueiral
116,27.00,20.00,2023/09/10,10:55:18,Jardins Mangueiral
114,28.00,20.00,2023/09/10,11:25:18,Jardins Mangueiral
114,28.00,20.00,2023/09/10,11:55:18,Jardins Mangueiral
119,29.00,20.00,2023/09/10,12:25:19,Jardins Mangueiral
118,29.00,20.00,2023/09/10,12:30:18,Jardins Mangueiral
118,29.00,20.00,2023/09/10,13:00:18,Jardins Mangueiral
84,29.00,20.00,2023/09/10,13:16:59,Jardins Mangueiral
93,30.00,20.00,2023/09/10,13:46:59,Jardins Mangueiral
92,30.00,20.00,2023/09/10,14:16:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,14:46:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,15:16:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,15:46:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,16:16:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,16:46:59,Jardins Mangueiral
92,31.00,20.00,2023/09/10,17:16:59,Jardins Mangueiral
91,31.00,20.00,2023/09/10,17:46:59,Jardins Mangueiral
92,30.00,20.00,2023/09/10,18:16:59,Jardins Mangueiral
92,30.00,20.00,2023/09/10,18:46:59,Jardins Mangueiral
94,30.00,20.00,2023/09/10,19:16:59,Jardins Mangueiral
95,30.00,20.00,2023/09/10,19:46:59,Jardins Mangueiral
99,30.00,21.00,2023/09/10,20:16:59,Jardins Mangueiral
98,29.00,20.00,2023/09/10,20:46:59,Jardins Mangueiral
97,29.00,20.00,2023/09/10,21:16:59,Jardins Mangueiral
100,29.00,20.00,2023/09/10,21:46:59,Jardins Mangueiral
102,29.00,20.00,2023/09/10,22:16:59,Jardins Mangueiral
100,29.00,20.00,2023/09/10,22:46:59,Jardins Mangueiral
99,29.00,20.00,2023/09/10,23:16:59,Jardins Mangueiral
99,29.00,20.00,2023/09/10,23:46:59,Jardins Mangueiral
99,29.00,20.00,2023/09/11,00:16:59,Jardins Mangueiral
99,29.00,20.00,2023/09/11,00:46:59,Jardins Mangueiral
99,29.00,20.00,2023/09/11,01:16:59,Jardins Mangueiral
99,29.00,20.00,2023/09/11,01:46:59,Jardins Mangueiral
99,29.00,20.00,2023/09/11,02:16:59,Jardins Mangueiral
99,28.00,20.00,2023/09/11,02:46:59,Jardins Mangueiral
99,28.00,20.00,2023/09/11,03:16:59,Jardins Mangueiral
99,28.00,20.00,2023/09/11,03:46:59,Jardins Mangueiral
98,28.00,20.00,2023/09/11,04:16:59,Jardins Mangueiral
98,28.00,20.00,2023/09/11,04:46:59,Jardins Mangueiral
98,27.00,20.00,2023/09/11,05:16:59,Jardins Mangueiral
98,27.00,20.00,2023/09/11,05:46:59,Jardins Mangueiral
103,26.00,22.00,2023/09/11,06:17:00,Jardins Mangueiral
52,25.00,26.00,2023/09/11,08:20:11,Asa Sul
50,24.00,27.00,2023/09/11,08:25:11,Asa Sul
49,24.00,25.00,2023/09/11,08:30:11,Asa Sul
52,24.00,29.00,2023/09/11,08:35:11,Asa Sul
54,23.00,29.00,2023/09/11,08:40:11,Asa Sul
55,23.00,26.00,2023/09/11,08:45:11,Asa Sul
54,24.00,29.00,2023/09/11,08:50:11,Asa Sul
50,23.00,28.00,2023/09/11,08:55:11,Asa Sul
51,23.00,27.00,2023/09/11,09:00:11,Asa Sul
51,24.00,28.00,2023/09/11,09:05:11,Asa Sul
51,23.00,30.00,2023/09/11,09:10:11,Asa Sul
51,23.00,28.00,2023/09/11,09:15:11,Asa Sul
50,23.00,26.00,2023/09/11,09:20:11,Asa Sul
50,23.00,29.00,2023/09/11,09:25:11,Asa Sul
50,23.00,28.00,2023/09/11,09:30:11,Asa Sul
49,23.00,28.00,2023/09/11,09:35:11,Asa Sul
49,24.00,31.00,2023/09/11,09:40:11,Asa Sul
51,23.00,29.00,2023/09/11,09:45:11,Asa Sul
50,24.00,27.00,2023/09/11,09:50:11,Asa Sul
51,24.00,30.00,2023/09/11,09:55:11,Asa Sul
52,23.00,29.00,2023/09/11,10:00:11,Asa Sul
57,24.00,29.00,2023/09/11,10:05:11,Asa Sul
57,24.00,28.00,2023/09/11,10:10:11,Asa Sul
57,24.00,28.00,2023/09/11,10:15:11,Asa Sul
57,24.00,30.00,2023/09/11,10:20:11,Asa Sul
56,24.00,30.00,2023/09/11,10:25:11,Asa Sul
56,24.00,28.00,2023/09/11,10:30:11,Asa Sul
55,24.00,30.00,2023/09/11,10:35:11,Asa Sul
54,24.00,28.00,2023/09/11,10:40:11,Asa Sul
115,28.00,20.00,2023/09/11,12:05:11,Jardins Mangueiral
133,29.00,20.00,2023/09/11,12:35:11,Jardins Mangueiral
137,29.00,20.00,2023/09/11,13:05:11,Jardins Mangueiral
117,29.00,20.00,2023/09/11,13:24:41,Jardins Mangueiral
125,30.00,20.00,2023/09/11,13:54:41,Jardins Mangueiral
130,30.00,20.00,2023/09/11,14:24:41,Jardins Mangueiral
119,30.00,20.00,2023/09/11,14:54:41,Jardins Mangueiral
126,31.00,20.00,2023/09/11,15:24:41,Jardins Mangueiral
131,30.00,20.00,2023/09/11,15:54:41,Jardins Mangueiral
132,31.00,20.00,2023/09/11,16:24:41,Jardins Mangueiral
137,31.00,20.00,2023/09/11,16:54:41,Jardins Mangueiral
136,31.00,20.00,2023/09/11,17:24:41,Jardins Mangueiral
137,30.00,20.00,2023/09/11,17:54:41,Jardins Mangueiral
148,30.00,20.00,2023/09/11,18:24:41,Jardins Mangueiral
160,30.00,21.00,2023/09/11,18:54:41,Jardins Mangueiral
159,30.00,21.00,2023/09/11,19:24:41,Jardins Mangueiral
187,30.00,21.00,2023/09/11,19:54:41,Jardins Mangueiral
173,29.00,20.00,2023/09/11,20:24:41,Jardins Mangueiral
166,30.00,21.00,2023/09/11,20:54:41,Jardins Mangueiral
174,29.00,20.00,2023/09/11,21:24:41,Jardins Mangueiral
169,29.00,20.00,2023/09/11,21:54:41,Jardins Mangueiral
167,30.00,21.00,2023/09/11,22:24:41,Jardins Mangueiral
167,30.00,21.00,2023/09/11,22:54:41,Jardins Mangueiral
167,30.00,21.00,2023/09/11,23:24:41,Jardins Mangueiral
166,29.00,20.00,2023/09/11,23:54:41,Jardins Mangueiral
167,29.00,20.00,2023/09/12,00:24:41,Jardins Mangueiral
167,29.00,21.00,2023/09/12,00:54:41,Jardins Mangueiral
167,29.00,20.00,2023/09/12,01:24:41,Jardins Mangueiral
167,29.00,21.00,2023/09/12,01:54:41,Jardins Mangueiral
166,29.00,21.00,2023/09/12,02:24:41,Jardins Mangueiral
166,29.00,21.00,2023/09/12,02:54:41,Jardins Mangueiral
166,29.00,21.00,2023/09/12,03:24:41,Jardins Mangueiral
166,28.00,21.00,2023/09/12,03:54:41,Jardins Mangueiral
166,28.00,22.00,2023/09/12,04:24:41,Jardins Mangueiral
164,28.00,21.00,2023/09/12,04:54:41,Jardins Mangueiral
165,28.00,21.00,2023/09/12,05:24:41,Jardins Mangueiral
168,27.00,22.00,2023/09/12,05:54:42,Jardins Mangueiral
168,27.00,21.00,2023/09/12,06:24:42,Jardins Mangueiral
89,26.00,21.00,2023/09/12,08:38:41,Asa Sul
88,26.00,21.00,2023/09/12,08:43:41,Asa Sul
87,27.00,21.00,2023/09/12,08:48:41,Asa Sul
87,26.00,21.00,2023/09/12,08:53:41,Asa Sul
85,27.00,21.00,2023/09/12,08:58:41,Asa Sul
86,27.00,20.00,2023/09/12,09:03:41,Asa Sul
88,27.00,21.00,2023/09/12,09:08:41,Asa Sul
88,27.00,20.00,2023/09/12,09:13:41,Asa Sul
84,27.00,21.00,2023/09/12,09:18:41,Asa Sul
85,26.00,20.00,2023/09/12,09:23:41,Asa Sul
86,27.00,21.00,2023/09/12,09:28:41,Asa Sul
86,27.00,21.00,2023/09/12,09:33:41,Asa Sul
86,27.00,21.00,2023/09/12,09:38:41,Asa Sul
87,27.00,20.00,2023/09/12,09:43:41,Asa Sul
88,27.00,20.00,2023/09/12,09:48:41,Asa Sul
89,27.00,20.00,2023/09/12,09:53:41,Asa Sul
90,27.00,21.00,2023/09/12,09:58:41,Asa Sul
93,27.00,20.00,2023/09/12,10:03:41,Asa Sul
93,27.00,21.00,2023/09/12,10:08:41,Asa Sul
105,27.00,23.00,2023/09/12,10:13:41,Asa Sul
104,27.00,20.00,2023/09/12,10:18:41,Asa Sul
106,27.00,23.00,2023/09/12,10:23:41,Asa Sul
100,31.00,21.00,2023/09/12,16:19:22,Jardins Mangueiral
96,31.00,20.00,2023/09/12,16:49:22,Jardins Mangueiral
96,31.00,20.00,2023/09/12,17:19:22,Jardins Mangueiral
96,31.00,20.00,2023/09/12,17:49:22,Jardins Mangueiral
116,31.00,21.00,2023/09/12,18:19:22,Jardins Mangueiral
126,30.00,21.00,2023/09/12,18:49:22,Jardins Mangueiral
107,31.00,20.00,2023/09/12,19:19:22,Jardins Mangueiral
106,30.00,21.00,2023/09/12,19:49:22,Jardins Mangueiral
141,30.00,22.00,2023/09/12,20:19:22,Jardins Mangueiral
145,30.00,22.00,2023/09/12,20:49:23,Jardins Mangueiral
172,29.00,22.00,2023/09/12,21:19:22,Jardins Mangueiral
167,29.00,23.00,2023/09/12,21:49:23,Jardins Mangueiral
170,30.00,23.00,2023/09/12,22:19:23,Jardins Mangueiral
169,30.00,23.00,2023/09/12,22:49:23,Jardins Mangueiral
168,30.00,23.00,2023/09/12,23:19:23,Jardins Mangueiral
168,30.00,24.00,2023/09/12,23:49:23,Jardins Mangueiral
160,30.00,24.00,2023/09/13,00:19:23,Jardins Mangueiral
156,29.00,23.00,2023/09/13,00:49:23,Jardins Mangueiral
156,29.00,23.00,2023/09/13,01:19:23,Jardins Mangueiral
154,29.00,23.00,2023/09/13,01:49:23,Jardins Mangueiral
156,29.00,23.00,2023/09/13,02:19:23,Jardins Mangueiral
155,29.00,22.00,2023/09/13,02:49:23,Jardins Mangueiral
157,29.00,22.00,2023/09/13,03:19:23,Jardins Mangueiral
