QualidadeAr(PPM),Temperatura,Umidade,Dia,Hora,Localizacao
121,31.00,21.00,2023/09/22,21:44:20,Jardins Mangueiral
123,32.00,20.00,2023/09/22,22:14:20,Jardins Mangueiral
124,32.00,20.00,2023/09/22,22:44:20,Jardins Mangueiral
123,32.00,21.00,2023/09/22,23:14:20,Jardins Mangueiral
122,32.00,20.00,2023/09/22,23:44:20,Jardins Mangueiral
122,32.00,21.00,2023/09/23,00:14:20,Jardins Mangueiral
122,32.00,21.00,2023/09/23,00:44:20,Jardins Mangueiral
122,32.00,21.00,2023/09/23,01:14:20,Jardins Mangueiral
121,32.00,20.00,2023/09/23,01:44:21,Jardins Mangueiral
121,32.00,20.00,2023/09/23,02:14:20,Jardins Mangueiral
120,31.00,20.00,2023/09/23,02:44:20,Jardins Mangueiral
120,31.00,21.00,2023/09/23,03:14:21,Jardins Mangueiral
119,31.00,21.00,2023/09/23,03:44:21,Jardins Mangueiral
121,31.00,21.00,2023/09/23,04:14:21,Jardins Mangueiral
122,31.00,21.00,2023/09/23,04:44:21,Jardins Mangueiral
120,31.00,21.00,2023/09/23,05:14:21,Jardins Mangueiral
120,30.00,21.00,2023/09/23,05:44:21,Jardins Mangueiral
121,30.00,21.00,2023/09/23,06:14:21,Jardins Mangueiral
119,30.00,21.00,2023/09/23,06:44:21,Jardins Mangueiral
118,29.00,20.00,2023/09/23,07:14:21,Jardins Mangueiral
118,30.00,21.00,2023/09/23,07:44:21,Jardins Mangueiral
118,30.00,21.00,2023/09/23,08:14:21,Jardins Mangueiral
117,30.00,23.00,2023/09/23,08:44:21,Jardins Mangueiral
119,30.00,22.00,2023/09/23,09:14:21,Jardins Mangueiral
117,31.00,21.00,2023/09/23,09:44:21,Jardins Mangueiral
116,31.00,20.00,2023/09/23,10:14:21,Jardins Mangueiral
117,32.00,20.00,2023/09/23,10:44:21,Jardins Mangueiral
121,32.00,20.00,2023/09/23,11:14:21,Jardins Mangueiral
132,33.00,20.00,2023/09/23,11:44:21,Jardins Mangueiral
130,34.00,20.00,2023/09/23,12:14:21,Jardins Mangueiral
128,34.00,20.00,2023/09/23,12:44:21,Jardins Mangueiral
129,34.00,20.00,2023/09/23,13:14:21,Jardins Mangueiral
128,34.00,20.00,2023/09/23,13:44:21,Jardins Mangueiral
128,35.00,20.00,2023/09/23,14:14:21,Jardins Mangueiral
129,35.00,20.00,2023/09/23,14:44:21,Jardins Mangueiral
128,35.00,20.00,2023/09/23,15:14:21,Jardins Mangueiral
128,36.00,20.00,2023/09/23,15:44:21,Jardins Mangueiral
128,35.00,20.00,2023/09/23,16:14:21,Jardins Mangueiral
128,36.00,20.00,2023/09/23,16:44:21,Jardins Mangueiral
139,35.00,20.00,2023/09/23,17:14:21,Jardins Mangueiral
139,35.00,20.00,2023/09/23,17:44:21,Jardins Mangueiral
139,35.00,20.00,2023/09/23,18:14:21,Jardins Mangueiral
142,35.00,20.00,2023/09/23,18:44:21,Jardins Mangueiral
141,35.00,20.00,2023/09/23,19:14:21,Jardins Mangueiral
143,35.00,20.00,2023/09/23,19:44:21,Jardins Mangueiral
142,34.00,20.00,2023/09/23,20:14:21,Jardins Mangueiral
144,34.00,20.00,2023/09/23,20:44:21,Jardins Mangueiral
146,34.00,20.00,2023/09/23,21:14:22,Jardins Mangueiral
145,34.00,20.00,2023/09/23,21:44:22,Jardins Mangueiral
151,34.00,20.00,2023/09/23,22:14:21,Jardins Mangueiral
146,34.00,20.00,2023/09/23,22:44:22,Jardins Mangueiral
145,34.00,20.00,2023/09/23,23:14:22,Jardins Mangueiral
143,34.00,20.00,2023/09/23,23:44:22,Jardins Mangueiral
142,34.00,20.00,2023/09/24,00:14:22,Jardins Mangueiral
142,33.00,20.00,2023/09/24,00:44:22,Jardins Mangueiral
141,33.00,20.00,2023/09/24,01:14:22,Jardins Mangueiral
141,33.00,20.00,2023/09/24,01:44:22,Jardins Mangueiral
146,33.00,20.00,2023/09/24,02:14:22,Jardins Mangueiral
141,33.00,20.00,2023/09/24,02:44:22,Jardins Mangueiral
142,33.00,20.00,2023/09/24,03:14:22,Jardins Mangueiral
140,33.00,20.00,2023/09/24,03:44:22,Jardins Mangueiral
140,32.00,20.00,2023/09/24,04:14:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,04:44:22,Jardins Mangueiral
137,32.00,20.00,2023/09/24,05:14:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,05:44:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,06:14:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,06:44:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,07:14:22,Jardins Mangueiral
139,32.00,20.00,2023/09/24,07:44:22,Jardins Mangueiral
138,32.00,20.00,2023/09/24,08:14:22,Jardins Mangueiral
138,32.00,20.00,2023/09/24,08:44:22,Jardins Mangueiral
138,32.00,20.00,2023/09/24,09:14:22,Jardins Mangueiral
137,32.00,20.00,2023/09/24,09:44:22,Jardins Mangueiral
137,33.00,20.00,2023/09/24,10:14:22,Jardins Mangueiral
137,33.00,20.00,2023/09/24,10:44:22,Jardins Mangueiral
136,34.00,20.00,2023/09/24,11:14:22,Jardins Mangueiral
138,34.00,20.00,2023/09/24,11:44:22,Jardins Mangueiral
153,35.00,20.00,2023/09/24,12:14:22,Jardins Mangueiral
157,35.00,20.00,2023/09/24,12:44:22,Jardins Mangueiral
155,35.00,20.00,2023/09/24,13:14:22,Jardins Mangueiral
160,36.00,20.00,2023/09/24,13:44:22,Jardins Mangueiral
158,36.00,20.00,2023/09/24,14:14:22,Jardins Mangueiral
159,36.00,20.00,2023/09/24,14:44:22,Jardins Mangueiral
162,36.00,20.00,2023/09/24,15:14:23,Jardins Mangueiral
163,37.00,20.00,2023/09/24,15:44:22,Jardins Mangueiral
159,36.00,20.00,2023/09/24,16:14:22,Jardins Mangueiral
162,37.00,20.00,2023/09/24,16:44:23,Jardins Mangueiral
164,36.00,20.00,2023/09/24,17:14:23,Jardins Mangueiral
